itemid,priceupdatedate,itemcode,itemname,manufacturername,manufacturecountry,manufactureritemdescription,unitqty,quantity,unitofmeasure,itemprice,unitofmeasureprice
337348,2024-12-04 12:27:43,811146032233,סוכריות ביטס חנוכה פ,גאונגדונג צ'אואן האי,סין,סוכריות ביטס חנוכה פ,גרמים,216.00,100 גרם,3.90,1.8056
336233,2024-12-08 08:52:32,7290018441473,גלידת פיינט בן אנד ג,מוצרי איכות אמריקאיי,ישראל,גלידת פיינט בן אנד ג,מיליליטרים,400.00,"100 מ""ל",21.90,5.4750
337406,2024-12-09 12:27:45,6102024101641,מצית להב כסוף הנרות,",",לא ידוע,מצית להב כסוף הנרות,"Unknown ",0.00,"יחידה   ",7.90,0.0000
337492,2024-12-18 16:47:40,7290018195208,טורטיה מקמח חיטה  מל,לאבאליה גידה שנאי וט,תורכיה,טורטיה מקמח חיטה  מל,גרמים,320.00,100 גרם,12.90,4.0313
265076,2024-12-22 06:43:25,712963002921,נפוליטנים מעורב גרוס,אלפרוז,שווייץ,נפוליטנים מעורב גרוס,,150.00,,24.90,16.6000
260605,2024-12-22 06:43:27,7290008803090,יין הסדרה האזורית מר,יקבי כרמל,ישראל,יין הסדרה האזורית מר,מיליליטרים,750.00,"100 מ""ל",63.90,8.5200
329488,2024-12-24 08:02:32,7290110558925,מיקס ארוגולה צבעוני,",",,מיקס ארוגולה צבעוני,גרמים,300.00,100 גרם,11.90,3.9667
317224,2025-01-05 08:46:15,7290003384495,סטייק עם עצם עגל חלב,דנוור,,סטייק עם עצם עגל חלב,קילוגרמים,1.00,"ק""ג",119.90,119.9000
248761,2025-01-07 09:26:26,7290008343619,פסטלים תפוא ש.האופים,שלושת האופים,,פסטלים תפוא ש.האופים,"פריט    ",,"ק""ג     ",16.90,16.9000
248229,2025-01-12 08:25:56,7290010945481,גבינה 5% טרה 500 גרם,טרה,,גבינה 5% טרה 500 גרם,גרמים,500.00,100 גרם,11.40,2.2800
328458,2025-01-12 08:25:59,7290003384372,אצבעות אנטריקוט פרימ,דנוור,,אצבעות אנטריקוט פרימ,קילוגרמים,1.00,"ק""ג",109.90,109.9000
337723,2025-01-13 13:27:46,7290018863947,ברוקולי חסלט,יעל ירק עלים,,ברוקולי חסלט,"Unknown ",,"יחידה   ",19.90,19.9000
327969,2025-01-19 08:45:59,97643090543,שוקולד שמרלינג חלב ל,"מאסטרני בע|""מ",שווייץ,שוקולד שמרלינג חלב ל,גרמים,100.00,100 גרם,15.90,15.9000
337873,2025-01-20 17:07:50,710497376693,דפים לרענון הנשימה ב,shantou biyoute,סין,דפים לרענון הנשימה ב,,2.40,,14.90,620.8333
337876,,710497376723,,,,,,,,,
337881,2025-01-21 14:27:55,7290119373727,סלט חציל בטחינה אחלה,שטראוס,ישראל,סלט חציל בטחינה אחלה,,250.00,,9.90,3.9600
337908,2025-01-26 16:08:26,7290001979914,משמש אוזבקי  במשקל,דין שיווק,תורכיה,משמש אוזבקי  במשקל,קילוגרמים,1.00,"ק""ג",69.00,69.0000
337942,2025-01-27 17:08:10,7290000136431,גאמפ אפרסק צלול 1.5,טמפו,ישראל,גאמפ אפרסק צלול 1.5,,1.50,"ליטר    ",6.30,4.2000
337975,2025-01-29 13:27:57,7501013101348,נקטר ג'ומקס בטעם מנג,חומקס אלורה אס איי,מקסיקו,נקטר ג'ומקס בטעם מנג,מיליליטרים,460.00,"100 מ""ל",5.90,1.2826
337976,,7501013101355,נקטר ג'ומקס בטעם אפר,,,נקטר ג'ומקס בטעם אפר,,473.00,,,1.2474
337977,,7501013101393,נקטר ג'ומקס בטעם אננ,,,נקטר ג'ומקס בטעם אננ,,,,,
338006,2025-01-30 10:08:00,4102430000806,בירה ביטבורגר 4.8% ח,ביטבורגר בראו גרופ,איטליה,בירה ביטבורגר 4.8% ח,קילוגרמים,5.00,"ליטר    ",89.90,17.9800
274010,2025-02-02 06:52:07,7290003751945,בשר מס 5 צלי כתף קפו,ביראניצקי,פולין,בשר מס 5 צלי כתף קפו,,1.00,"ק""ג",159.90,159.9000
294334,2025-02-03 09:15:05,7290005040641,"ערמונים 1 ק""ג",אראל תוצרת חקלאית בע,סין,"ערמונים 1 ק""ג","פריט    ",,"ק""ג     ",15.90,15.9000
338055,2025-02-04 14:08:10,96619992904,מגבונים קירקלנד ללא,N-F,ארצות הברית,מגבונים קירקלנד ללא,"Unknown ",0.00,"יחידה   ",13.90,0.0000
245965,2015-01-01 00:00:00,7290001901045,רולדה גפילטע פיש ירו,דג טעים בעמ,ישראל,רולדה גפילטע פיש ירו,גרמים,600.00,100 גרם,24.90,4.1500
246797,,7290009003444,שורש יח,ברכת קטיף,,שורש יח,"Unknown ",0.00,"יחידה   ",4.90,0.0000
249561,,7290001929889,מיקס פירות יבשים ומס,דין שיווק,,מיקס פירות יבשים ומס,גרמים,600.00,100 גרם,29.90,4.9833
249617,,7290009069600,פירות תוצרת חוץ,,,פירות תוצרת חוץ,קילוגרמים,1.00,"ק""ג",50.00,50.0000
249641,,7290009069136,שקד בקליפה קלוי במשק,,,שקד בקליפה קלוי במשק,,,,60.00,60.0000
251992,,7290009951479,תערובת הבית,נפטון,,תערובת הבית,,,,120.00,120.0000
261207,,7290105180377,מוצץ סיליקון בינוני,אריסטוקרט,,מוצץ סיליקון בינוני,"Unknown ",0.00,"יחידה   ",15.90,0.0000
261526,,7290014562394,תה גרגירים נמס טעם ש,סילקו אם איי ספולקה,פולין,תה גרגירים נמס טעם ש,גרמים,200.00,100 גרם,17.90,8.9500
268348,,7290015251204,אל סבון נובו פלוראל,סאסאטק,ישראל,אל סבון נובו פלוראל,קילוגרמים,1.50,"ליטר    ",9.90,6.6000
272122,2015-10-13 08:02:31,7290019297383,מעדן משמש שקדיה 284,",",סין,מעדן משמש שקדיה 284,גרמים,284.00,100 גרם,,3.4859
293735,2016-09-13 12:40:44,7290016276800,מעדן תפוע שקדיה 284,שקדיה,ישראל,מעדן תפוע שקדיה 284,,,,,
294706,2016-12-27 12:15:54,7290103157111,מפת אלבד גליל 1.2*20,דיספובד,,מפת אלבד גליל 1.2*20,"Unknown ",0.00,"יחידה   ",29.90,0.0000
269354,2018-01-24 14:02:44,7290002706731,רצועות פילה דג נילוס,דלידג,,רצועות פילה דג נילוס,קילוגרמים,1.00,"ק""ג",54.90,54.9000
301133,2018-04-16 07:39:37,7290017477169,קשיו 250 גרם,ששון,,קשיו 250 גרם,גרמים,250.00,100 גרם,20.00,8.0000
261778,2018-11-28 13:14:29,7290000688503,מים מי עדן ספורט 6*7,מי עדן,,מים מי עדן ספורט 6*7,קילוגרמים,4.50,"ליטר    ",14.90,3.3111
298602,2019-03-31 12:25:12,835811003878,שקיות אשפה עם ידיות,זמזמ תעשיות פלסטיק,,שקיות אשפה עם ידיות,"Unknown ",0.00,"יחידה   ",11.90,0.0000
247888,2020-07-06 15:43:50,7290000066226,ביסלי פיצה 200 גרם,אסם,,ביסלי פיצה 200 גרם,גרמים,200.00,100 גרם,6.50,3.2500
251978,2020-07-06 15:45:27,7290002003168,קרם ידיים פנגל 3*80,אינטרקוסמא 1985 במ,,קרם ידיים פנגל 3*80,,240.00,,13.90,5.7917
306351,2020-07-13 07:15:51,7290013221001,אננס חתיכות קפוא 500,א.מ שרון,פולין,אננס חתיכות קפוא 500,,500.00,,19.90,3.9800
312515,2020-07-15 08:29:02,7290113193444,מלפפון במלח גדול עמק,בית השיטה,ישראל,מלפפון במלח גדול עמק,,820.00,,6.90,0.8415
315533,2021-01-24 10:07:57,7290018571040,סוכריות גלי פורים מי,מיה תעשיות מזון בעמ,,סוכריות גלי פורים מי,,200.00,,9.90,4.9500
246690,2021-02-14 08:21:06,7290009003154,אבטיח,אראל תוצרת חקלאית בע,,אבטיח,קילוגרמים,1.00,"ק""ג",7.90,7.9000
320328,2021-11-22 10:07:49,7290019230007,חלה כוסמין 500 גרם,ספיישל בייקרי,,חלה כוסמין 500 גרם,גרמים,500.00,100 גרם,15.90,3.1800
320329,,7290019230021,חלה חצי מתוקה 500 גר,,,חלה חצי מתוקה 500 גר,,,,12.90,2.5800
320332,2021-11-22 10:27:36,7290019230014,חלה קמח מלא 500 גרם,,,חלה קמח מלא 500 גרם,,,,15.90,3.1800
320380,2021-12-01 06:58:27,7290019056959,מים מי עדן 1.5 ליטר,יפאורה תבורי,,מים מי עדן 1.5 ליטר,קילוגרמים,1.50,"ליטר    ",2.90,1.9333
320635,2021-12-13 11:47:36,7290016106664,טונה במים טעמן 4*140,דיאמוד פוד פרודקט סי,,טונה במים טעמן 4*140,גרמים,560.00,100 גרם,15.90,2.8393
320647,2021-12-13 16:27:38,7290017648064,יין בית אל בלנד 2017,יקב בית אל,,יין בית אל בלנד 2017,מיליליטרים,750.00,"100 מ""ל",149.90,19.9867
322255,2022-03-20 12:47:38,43427006651,רוטב צ'ילי מתוק ליבר,בייקו,תאילנד,רוטב צ'ילי מתוק ליבר,,500.00,,14.90,2.9800
322352,2022-03-22 13:07:35,7290002292302,בשר מס' 2 צלעות בקר,סירסיל,אורוגואי,בשר מס' 2 צלעות בקר,קילוגרמים,1.00,"ק""ג",79.90,79.9000
322357,,7290002292357,בשר מס' 7 מכסה הצלע,,,בשר מס' 7 מכסה הצלע,,,,74.90,74.9000
321940,2022-03-23 07:09:36,7290008455725,עצמות עוף קפוא אחדות,סנטרל גלאט,ישראל,עצמות עוף קפוא אחדות,,,,8.90,8.9000
319336,2022-04-06 06:34:08,7290013303608,יין אור הגנוז הר סינ,חבל יתיר,,יין אור הגנוז הר סינ,מיליליטרים,750.00,"100 מ""ל",99.90,13.3200
322757,2022-04-24 11:07:34,7290108505726,אצבעות גבינה 25% יור,אונטד גידה,תורכיה,אצבעות גבינה 25% יור,גרמים,200.00,100 גרם,12.90,6.4500
322759,,7290108505740,גבינת קשקבל 25% יורו,,,גבינת קשקבל 25% יורו,,,,,
323113,2022-05-18 08:07:35,7290108509816,גבינת בייבי מוצרלה 2,,,גבינת בייבי מוצרלה 2,,,,,
263198,2022-06-20 15:33:47,710069811003,מיונז גפן 854 גרם,די אנד אל,ארצות הברית,מיונז גפן 854 גרם,,854.00,,29.90,3.5012
323635,2022-07-04 07:47:38,7290018795842,שום קלוף מרינה 500 ג,מרינה,ישראל,שום קלוף מרינה 500 ג,,500.00,,16.90,3.3800
300391,2022-07-26 08:08:19,7290017303369,עוגיות פריכות נטיפים,מאפיית א.ש.ייצור ושי,,עוגיות פריכות נטיפים,,,,11.50,2.3000
270107,2016-09-01 20:10:34,7290012602665,דבש הכוורת 350 גרם,מכוורת דבורים שחר,ישראל,דבש הכוורת 350 גרם,גרמים,350.00,100 גרם,8.90,2.5429
271839,2017-02-05 16:00:38,8906006432505,נוזל קיווי שחור אקספ,קיווי,ארצות הברית,נוזל קיווי שחור אקספ,"Unknown ",0.00,"יחידה   ",13.90,0.0000
222619,2017-03-05 08:46:27,7290002716419,שקד קלוף דרומה 400 ג,דרומה י.א.ט בעמ,ישראל,שקד קלוף דרומה 400 ג,גרמים,400.00,100 גרם,34.90,8.7250
235914,2017-12-10 17:19:39,7290104721755,מארז קפה טורקי עלית,חברת המשקם לתעסוקת ק,,מארז קפה טורקי עלית,,435.00,,29.90,6.8736
222618,2018-02-26 15:38:28,7290002716402,אגוז מלך טבעי דרומה,דרומה י.א.ט בעמ,,אגוז מלך טבעי דרומה,,400.00,,,7.4750
228046,2018-07-18 08:28:34,7290011115401,סבון מוצק נקה 7 קמומ,סנו,,סבון מוצק נקה 7 קמומ,,,,10.90,2.7250
272286,2018-10-07 12:06:18,7290005424472,מי פה אורביטול הלבנה,,,מי פה אורביטול הלבנה,קילוגרמים,1.00,"ליטר    ",26.90,26.9000
279127,2019-01-23 10:06:58,87752017173,ליקר וולדרס סקוטש וק,ולדרס,הולנד,ליקר וולדרס סקוטש וק,מיליליטרים,750.00,"100 מ""ל",89.90,11.9867
281669,2019-03-03 18:30:35,7290002281436,סטייק טונה בהירה דלי,דלידג,ישראל,סטייק טונה בהירה דלי,קילוגרמים,1.00,"ק""ג",44.90,44.9000
281958,2019-03-20 10:35:36,7290017068541,אגוזים גרוסים מיה 30,מיה תעשיות מזון בעמ,,אגוזים גרוסים מיה 30,גרמים,300.00,100 גרם,19.90,6.6333
281994,2019-03-24 17:15:55,7290017068602,שקד מולבן שבבים מיה,,,שקד מולבן שבבים מיה,,,,24.90,8.3000
284800,2019-09-17 13:27:35,6112017105549,כריות קרצוף זוג מסיל,וויה קיי יון - yiwa,סין,כריות קרצוף זוג מסיל,"Unknown ",0.00,"יחידה   ",16.90,0.0000
287078,2020-03-09 15:27:36,7290017068206,צימוק לבן 250 גרם,מיה תעשיות מזון בעמ,ישראל,צימוק לבן 250 גרם,גרמים,250.00,100 גרם,14.90,5.9600
232226,2020-05-07 12:06:23,7290103152734,מכסה לתבנית אלומיניו,פאלאס,סין,מכסה לתבנית אלומיניו,"Unknown ",0.00,"יחידה   ",12.90,0.0000
226000,2020-05-07 14:56:03,7290011254964,סוכריות ג'לי טבעי מי,מיה תעשיות מזון בעמ,ישראל,סוכריות ג'לי טבעי מי,גרמים,250.00,100 גרם,9.90,3.9600
222394,2020-07-06 13:51:21,7290002319016,אבקת אפיה מיה 10 יח,,,אבקת אפיה מיה 10 יח,,100.00,,1.90,1.9000
289698,2020-08-20 07:47:36,844510012104,יין רמת יהודה קברנה,אגדת,,יין רמת יהודה קברנה,מיליליטרים,750.00,"100 מ""ל",69.90,9.3200
289983,2020-09-14 15:09:19,7290108356199,אלסבון כיף אפרסק ופל,סנו,,אלסבון כיף אפרסק ופל,קילוגרמים,1.00,"ליטר    ",9.90,9.9000
290977,2020-11-24 16:47:37,4022025261002,יין לבן בלו ווין גוו,לנגוט טראבן,גרמניה,יין לבן בלו ווין גוו,מיליליטרים,750.00,"100 מ""ל",44.90,5.9867
293439,2021-04-06 15:37:31,4008287051032,בירה קרומבאכר פילס פ,יקבי כרמל,ישראל,בירה קרומבאכר פילס פ,,500.00,,9.90,1.9800
286773,2021-04-27 09:14:04,6922276100083,מחית וואסבי חזרת מזר,דליאן ג'ינדה קונדימנ,סין,מחית וואסבי חזרת מזר,גרמים,43.00,100 גרם,,23.0233
286251,2021-07-20 06:57:45,7613038451954,דגני בוקר קראנצ שוקו,אסם,צרפת,דגני בוקר קראנצ שוקו,,410.00,,19.90,4.8537
296274,2021-10-24 12:17:31,7290017883427,סוכריות טופי בטעם תו,פי אנד מוזאקיס שוגאר,טאיוון,סוכריות טופי בטעם תו,,540.00,,29.90,5.5370
296910,2021-11-22 10:17:33,7290019230014,חלה קמח מלא 500 גרם,ספיישל בייקרי,ישראל,חלה קמח מלא 500 גרם,,500.00,,15.90,3.1800
296958,2021-12-01 09:36:47,7290019056959,מים מי עדן 1.5 ליטר,יפאורה תבורי,,מים מי עדן 1.5 ליטר,קילוגרמים,1.50,"ליטר    ",2.90,1.9333
286779,2022-01-17 07:38:22,8858271004799,רוטב צ'ילי מתוק מזרח,יאן ונזל יון,תאילנד,רוטב צ'ילי מתוק מזרח,מיליליטרים,700.00,"100 מ""ל",12.50,1.7857
225484,2022-02-16 07:45:38,7290008636018,כפתורי שוקולד מיה 8*,מיה תעשיות מזון בעמ,ישראל,כפתורי שוקולד מיה 8*,גרמים,240.00,100 גרם,8.90,3.7083
226038,2022-02-27 12:10:52,7290011091088,כורכום פרג 500 גרם,תבליני הדור השלישי,,כורכום פרג 500 גרם,,500.00,,34.90,6.9800
226018,2022-02-27 12:10:53,7290011091651,שום גבישי פרג 150 גר,,,שום גבישי פרג 150 גר,,150.00,,16.90,11.2667
293318,2022-03-10 09:37:51,7290013303424,יין אור הגנוז מרום ב,חבל יתיר,,יין אור הגנוז מרום ב,מיליליטרים,750.00,"100 מ""ל",89.90,11.9867
243624,2022-03-28 06:50:57,7290013677044,עדשים אדומות סלקטד 5,מיה תעשיות מזון בעמ,,עדשים אדומות סלקטד 5,גרמים,500.00,100 גרם,9.90,1.9800
289191,2022-06-21 08:49:46,710069811027,מיונז גפן מופחת שומן,די אנד אל,ארצות הברית,מיונז גפן מופחת שומן,,854.00,,29.90,3.5012
300056,2022-06-21 09:57:32,5000267114293,ויסקי ג'וני ווקר בלו,ג'וני ווקר,סקוטלנד,ויסקי ג'וני ווקר בלו,קילוגרמים,1.00,"ליטר    ",679.90,679.9000
280635,2022-08-02 07:55:09,7290004226619,שישליק הודו טרי ארוז,מעוף,ישראל,שישליק הודו טרי ארוז,,,"ק""ג",34.90,34.9000
264237,2022-08-21 06:34:18,7290015781046,יין ויזן לבן חצי יבש,יקב טפרברג 1870 בעמ,,יין ויזן לבן חצי יבש,מיליליטרים,750.00,"100 מ""ל",39.90,5.3200
264238,,7290015781053,יין ויזן לבן יבש,,,יין ויזן לבן יבש,,,,,
254857,2022-10-02 07:40:22,7290015321181,פפריקה חריפה בשמן פר,תבליני הדור השלישי,,פפריקה חריפה בשמן פר,גרמים,250.00,100 גרם,21.90,8.7600
301754,2022-10-31 15:17:35,7290015603591,ג'ינגר כבוש ורוד מזר,ננטונג הידה אקוטיק פ,סין,ג'ינגר כבוש ורוד מזר,,190.00,,6.90,3.6316
301760,2022-10-31 15:37:34,8850367994786,מחית קארי אדומה מאי,טאפאדונגפורן קוקינט,תאילנד,מחית קארי אדומה מאי,,50.00,,4.90,9.8000
